epoch,train_loss,valid_loss,train_accuracy,valid_accuracy
1,0.7045311194235518,0.702619731426239,0.4427123928293063,0.445
2,0.6988390256256585,0.6960567235946655,0.47427903351519873,0.485
3,0.6938608244630571,0.690000593662262,0.49961028838659394,0.5325
4,0.6893314553812344,0.6843939423561096,0.5284489477786438,0.5775
5,0.6851991890281416,0.6792330741882324,0.5565081839438816,0.585
6,0.6815511824465876,0.6744787693023682,0.583398285268901,0.6
7,0.6784187426626543,0.6701586842536926,0.5923616523772408,0.6025
8,0.6755266883646429,0.666290819644928,0.6036632891660172,0.6175
9,0.6732106734697278,0.6628828644752502,0.6098986749805144,0.635
10,0.6708892905331179,0.6599285006523132,0.6141855027279813,0.645
11,0.669220414834383,0.6573299169540405,0.6149649259547935,0.64
12,0.667614941334966,0.6551287770271301,0.6180826188620421,0.65
13,0.6663346183736717,0.6532778143882751,0.617692907248636,0.6475
14,0.6652755469246386,0.6517266631126404,0.6192517537022604,0.645
15,0.6643643379211426,0.650408923625946,0.6212003117692907,0.645
16,0.6639016597696514,0.6491723656654358,0.6204208885424786,0.645
17,0.6633683469085515,0.6481230854988098,0.6215900233826968,0.6475
18,0.6629461272099199,0.6473754644393921,0.6215900233826968,0.6525
19,0.6626330121643174,0.6468469500541687,0.6212003117692907,0.6525
20,0.6623830868690532,0.6464009284973145,0.622369446609509,0.655
21,0.6622341375098225,0.6460692882537842,0.6215900233826968,0.655
22,0.6620528912135427,0.6458121538162231,0.622369446609509,0.6525
23,0.6619266983316173,0.6455943584442139,0.6231488698363211,0.6525
24,0.6618425906029699,0.6454176306724548,0.6247077162899455,0.6525
25,0.6616411293194058,0.6453618407249451,0.6250974279033515,0.6525
26,0.6615628594545675,0.6452634334564209,0.6254871395167576,0.65
27,0.6614513288971418,0.6451284885406494,0.6262665627435697,0.65
28,0.661284423812887,0.6449233889579773,0.6254871395167576,0.65
29,0.6611354922467809,0.6447421908378601,0.6243180046765393,0.6525
30,0.6610110936365551,0.644642174243927,0.6239282930631332,0.6525
31,0.66089556989313,0.6445987224578857,0.6231488698363211,0.6575
32,0.6607952086793568,0.6445977687835693,0.6235385814497272,0.6575
33,0.6608043759945121,0.6446224451065063,0.6235385814497272,0.6575
34,0.6607560981834483,0.6447336077690125,0.6250974279033515,0.6575
35,0.6606435879356491,0.644965648651123,0.6258768511301637,0.66
36,0.660453414601083,0.64531409740448,0.6247077162899455,0.6525
37,0.6603054766625236,0.6456556916236877,0.6247077162899455,0.6575
38,0.660157694448648,0.6459813714027405,0.6254871395167576,0.6625
39,0.6601079762307165,0.6463491916656494,0.6262665627435697,0.6675
40,0.660110648312052,0.6465991735458374,0.6243180046765393,0.665
41,0.6601028154812468,0.6466214060783386,0.6231488698363211,0.6675
42,0.660023563417344,0.6464871168136597,0.6235385814497272,0.6675
43,0.6598928909420688,0.6462677121162415,0.6235385814497272,0.6675
44,0.6597415326353357,0.6459156274795532,0.6243180046765393,0.665
45,0.6595803508048679,0.6455217599868774,0.6254871395167576,0.665
46,0.6594690882128287,0.6452262997627258,0.6254871395167576,0.6625
47,0.659397269308056,0.6450389623641968,0.6254871395167576,0.6575
48,0.6593616166248604,0.6449931859970093,0.6258768511301637,0.66
49,0.6593712755041204,0.6450140476226807,0.627045985970382,0.665
50,0.6594458598692902,0.6450752019882202,0.6250974279033515,0.665
51,0.6593338888042715,0.6452163457870483,0.6262665627435697,0.6575
52,0.6591509584793335,0.6453930735588074,0.6266562743569758,0.6575
53,0.6589837723287492,0.6455848217010498,0.627045985970382,0.6575
54,0.6588278997251046,0.645741879940033,0.6282151208106002,0.655
55,0.6587217016695815,0.6457886695861816,0.627045985970382,0.6575
56,0.6586023026021867,0.6457073092460632,0.6250974279033515,0.6575
57,0.6585485510591966,0.6456617116928101,0.6254871395167576,0.66
58,0.6584727947635755,0.6457263231277466,0.6258768511301637,0.6575
59,0.6584269130778145,0.6458736658096313,0.6254871395167576,0.6575
60,0.6582926630695073,0.6461873054504395,0.6254871395167576,0.66
61,0.6581904653543991,0.6465522050857544,0.6258768511301637,0.665
62,0.6581283283716798,0.6469252109527588,0.622759158222915,0.665
63,0.6581134709732103,0.6471250653266907,0.6239282930631332,0.665
64,0.6580343826246373,0.6471031904220581,0.6219797349961029,0.6675
65,0.6579763246809052,0.647036612033844,0.6212003117692907,0.665
66,0.6578881834413702,0.6469584703445435,0.6208106001558846,0.665
67,0.6577892627273791,0.6468321084976196,0.6215900233826968,0.665
68,0.6577311890810984,0.6467413902282715,0.622369446609509,0.6675
69,0.6577320523496168,0.6467813849449158,0.6235385814497272,0.665
70,0.6576104354133665,0.6469500660896301,0.6243180046765393,0.6675
71,0.65753542577858,0.6472764611244202,0.6235385814497272,0.665
72,0.6575239075410209,0.6476282477378845,0.6212003117692907,0.665
73,0.6575152129283289,0.6478464603424072,0.6204208885424786,0.6625
74,0.6574294596840791,0.6479028463363647,0.6212003117692907,0.665
75,0.6573108037467683,0.6478301882743835,0.622759158222915,0.665
76,0.6571962352572059,0.6476132869720459,0.6247077162899455,0.6625
77,0.6571109098841785,0.6473909020423889,0.6254871395167576,0.6625
78,0.6570181534890541,0.6471607089042664,0.6258768511301637,0.655
79,0.6569948354830337,0.6469898223876953,0.6266562743569758,0.6525
80,0.657032935162215,0.6469745635986328,0.627045985970382,0.65
81,0.6571453755383183,0.6470427513122559,0.627435697583788,0.6525
82,0.6572045621608071,0.6471157670021057,0.6278254091971941,0.65
83,0.6571556809165937,0.6471777558326721,0.6266562743569758,0.65
84,0.6570760556616453,0.6473018527030945,0.6282151208106002,0.6475
85,0.6569329347818602,0.6474511623382568,0.6286048324240062,0.655
86,0.6567652333275192,0.6476870775222778,0.6258768511301637,0.6525
87,0.6567378732624782,0.6478877067565918,0.6266562743569758,0.655
88,0.656589975416521,0.6478582620620728,0.6278254091971941,0.655
89,0.6564964700841569,0.6477178931236267,0.627435697583788,0.655
90,0.6563974307648205,0.6476688981056213,0.6282151208106002,0.655
91,0.6563431857065214,0.6477209329605103,0.627435697583788,0.6525
92,0.6562625708658065,0.6477906107902527,0.6278254091971941,0.655
93,0.656193998021626,0.647834062576294,0.6282151208106002,0.6525
94,0.6560910075600966,0.6479151248931885,0.6286048324240062,0.65
95,0.6560217774388201,0.6480301022529602,0.6286048324240062,0.6525
96,0.6558953832111968,0.6482056975364685,0.6278254091971941,0.655
97,0.6558058033301695,0.6485645771026611,0.6278254091971941,0.6525
98,0.6557462319952384,0.6489238142967224,0.6262665627435697,0.655
99,0.6556914624811055,0.6492313146591187,0.6262665627435697,0.6525
100,0.6556806854688834,0.6494541764259338,0.6258768511301637,0.6525
